"","article_name","year","yearweek_start","yearweek_end","month","week","promo_01","promo_02","promo_03","promo_04","promo_05","sales","date"
"3335","M-CLAS JOG. HASELNUS 200G",2020,"2020-11-30","2020-12-06",12,49,1,0,0,0,0,10902,"2020-11-30"
"3336","M-CLAS JOG. HASELNUS 200G",2020,"2020-12-07","2020-12-13",12,50,1,0,0,0,0,8203,"2020-12-07"
"3337","M-CLAS JOG. HASELNUS 200G",2020,"2020-12-14","2020-12-20",12,51,0,0,0,0,0,8606,"2020-12-14"
"3338","M-CLAS JOG. HASELNUS 200G",2020,"2020-12-21","2020-12-27",12,52,0,0,0,0,0,6874,"2020-12-21"
"3339","M-CLAS JOG. HASELNUS 200G",2020,"2020-12-28","2021-01-03",12,53,0,0,0,0,0,7594,"2020-12-28"
"3340","M-CLAS JOG. HASELNUS 200G",2021,"2021-01-04","2021-01-10",1,1,0,0,0,0,0,9970,"2021-01-04"
"3341","M-CLAS JOG. HASELNUS 200G",2021,"2021-01-11","2021-01-17",1,2,0,0,0,0,0,9760,"2021-01-11"
"3342","M-CLAS JOG. HASELNUS 200G",2021,"2021-01-18","2021-01-24",1,3,0,0,0,0,0,7820,"2021-01-18"
"3343","M-CLAS JOG. HASELNUS 200G",2021,"2021-01-25","2021-01-31",1,4,0,0,0,0,0,8843,"2021-01-25"
"3344","M-CLAS JOG. HASELNUS 200G",2021,"2021-02-01","2021-02-07",2,5,0,0,0,0,0,8942,"2021-02-01"
"3345","M-CLAS JOG. HASELNUS 200G",2021,"2021-02-08","2021-02-14",2,6,0,0,0,0,0,8706,"2021-02-08"
"3346","M-CLAS JOG. HASELNUS 200G",2021,"2021-02-15","2021-02-21",2,7,0,0,0,0,0,8638,"2021-02-15"
"3347","M-CLAS JOG. HASELNUS 200G",2021,"2021-02-22","2021-02-28",2,8,0,0,0,0,0,9947,"2021-02-22"
"3348","M-CLAS JOG. HASELNUS 200G",2021,"2021-03-01","2021-03-07",3,9,0,0,0,0,0,9455,"2021-03-01"
"3349","M-CLAS JOG. HASELNUS 200G",2021,"2021-03-08","2021-03-14",3,10,0,0,0,0,0,9721,"2021-03-08"
"3350","M-CLAS JOG. HASELNUS 200G",2021,"2021-03-15","2021-03-21",3,11,0,0,0,0,0,9516,"2021-03-15"
"3351","M-CLAS JOG. HASELNUS 200G",2021,"2021-03-22","2021-03-28",3,12,0,0,0,0,0,9464,"2021-03-22"
"3352","M-CLAS JOG. HASELNUS 200G",2021,"2021-03-29","2021-04-04",4,13,0,0,0,0,0,8908,"2021-03-29"
"3353","M-CLAS JOG. HASELNUS 200G",2021,"2021-04-05","2021-04-11",4,14,0,0,0,0,0,7668,"2021-04-05"
"3354","M-CLAS JOG. HASELNUS 200G",2021,"2021-04-12","2021-04-18",4,15,0,0,0,0,0,8980,"2021-04-12"
"3355","M-CLAS JOG. HASELNUS 200G",2021,"2021-04-19","2021-04-25",4,16,0,0,0,0,0,8803,"2021-04-19"
"3356","M-CLAS JOG. HASELNUS 200G",2021,"2021-04-26","2021-05-02",4,17,0,0,0,0,0,9508,"2021-04-26"
"3357","M-CLAS JOG. HASELNUS 200G",2021,"2021-05-03","2021-05-09",5,18,0,0,0,0,0,8733,"2021-05-03"
"3358","M-CLAS JOG. HASELNUS 200G",2021,"2021-05-10","2021-05-16",5,19,0,0,0,0,0,8404,"2021-05-10"
"3359","M-CLAS JOG. HASELNUS 200G",2021,"2021-05-17","2021-05-23",5,20,0,0,0,0,0,9454,"2021-05-17"
"3360","M-CLAS JOG. HASELNUS 200G",2021,"2021-05-24","2021-05-30",5,21,0,0,0,0,0,8196,"2021-05-24"
"3361","M-CLAS JOG. HASELNUS 200G",2021,"2021-05-31","2021-06-06",6,22,0,0,0,0,0,7190,"2021-05-31"
"3362","M-CLAS JOG. HASELNUS 200G",2021,"2021-06-07","2021-06-13",6,23,0,0,0,0,0,7948,"2021-06-07"
"3363","M-CLAS JOG. HASELNUS 200G",2021,"2021-06-14","2021-06-20",6,24,0,0,0,0,0,7177,"2021-06-14"
"3364","M-CLAS JOG. HASELNUS 200G",2021,"2021-06-21","2021-06-27",6,25,0,0,0,0,0,7545,"2021-06-21"
"3365","M-CLAS JOG. HASELNUS 200G",2021,"2021-06-28","2021-07-04",7,26,0,0,0,0,0,7601,"2021-06-28"
"3366","M-CLAS JOG. HASELNUS 200G",2021,"2021-07-05","2021-07-11",7,27,0,0,0,0,0,7577,"2021-07-05"
"3367","M-CLAS JOG. HASELNUS 200G",2021,"2021-07-12","2021-07-18",7,28,0,0,0,0,0,7844,"2021-07-12"
"3368","M-CLAS JOG. HASELNUS 200G",2021,"2021-07-19","2021-07-25",7,29,0,0,0,0,0,6501,"2021-07-19"
"3369","M-CLAS JOG. HASELNUS 200G",2021,"2021-07-26","2021-08-01",7,30,0,0,0,0,0,6169,"2021-07-26"
"3370","M-CLAS JOG. HASELNUS 200G",2021,"2021-08-02","2021-08-08",8,31,0,0,0,0,0,6376,"2021-08-02"
"3371","M-CLAS JOG. HASELNUS 200G",2021,"2021-08-09","2021-08-15",8,32,0,0,0,0,0,6583,"2021-08-09"
"3372","M-CLAS JOG. HASELNUS 200G",2021,"2021-08-16","2021-08-22",8,33,0,0,0,0,0,7688,"2021-08-16"
"3373","M-CLAS JOG. HASELNUS 200G",2021,"2021-08-23","2021-08-29",8,34,0,0,0,0,0,8396,"2021-08-23"
"3374","M-CLAS JOG. HASELNUS 200G",2021,"2021-08-30","2021-09-05",9,35,0,0,0,0,0,8108,"2021-08-30"
"3375","M-CLAS JOG. HASELNUS 200G",2021,"2021-09-06","2021-09-12",9,36,0,0,0,0,0,8168,"2021-09-06"
"3376","M-CLAS JOG. HASELNUS 200G",2021,"2021-09-13","2021-09-19",9,37,0,0,0,0,0,8367,"2021-09-13"
"3377","M-CLAS JOG. HASELNUS 200G",2021,"2021-09-20","2021-09-26",9,38,0,0,0,0,0,8164,"2021-09-20"
"3378","M-CLAS JOG. HASELNUS 200G",2021,"2021-09-27","2021-10-03",9,39,0,0,0,0,0,7656,"2021-09-27"
"3379","M-CLAS JOG. HASELNUS 200G",2021,"2021-10-04","2021-10-10",10,40,0,0,0,0,0,6334,"2021-10-04"
"3380","M-CLAS JOG. HASELNUS 200G",2021,"2021-10-11","2021-10-17",10,41,0,0,0,0,0,6983,"2021-10-11"
"3381","M-CLAS JOG. HASELNUS 200G",2021,"2021-10-18","2021-10-24",10,42,0,0,0,0,0,7828,"2021-10-18"
"3382","M-CLAS JOG. HASELNUS 200G",2021,"2021-10-25","2021-10-31",10,43,0,0,0,0,0,8827,"2021-10-25"
"3383","M-CLAS JOG. HASELNUS 200G",2021,"2021-11-01","2021-11-07",11,44,0,0,0,0,0,8232,"2021-11-01"
"3384","M-CLAS JOG. HASELNUS 200G",2021,"2021-11-08","2021-11-14",11,45,0,0,0,0,0,8325,"2021-11-08"
"3385","M-CLAS JOG. HASELNUS 200G",2021,"2021-11-15","2021-11-21",11,46,0,0,0,0,0,8212,"2021-11-15"
"3386","M-CLAS JOG. HASELNUS 200G",2021,"2021-11-22","2021-11-28",11,47,0,0,0,0,0,8225,"2021-11-22"
"3387","M-CLAS JOG. HASELNUS 200G",2021,"2021-11-29","2021-12-05",12,48,0,0,0,0,0,7834,"2021-11-29"
"3388","M-CLAS JOG. HASELNUS 200G",2021,"2021-12-06","2021-12-12",12,49,0,0,0,0,0,7472,"2021-12-06"
"3389","M-CLAS JOG. HASELNUS 200G",2021,"2021-12-13","2021-12-19",12,50,0,0,0,0,0,7627,"2021-12-13"
"3390","M-CLAS JOG. HASELNUS 200G",2021,"2021-12-20","2021-12-26",12,51,0,0,0,0,0,6951,"2021-12-20"
"3391","M-CLAS JOG. HASELNUS 200G",2021,"2021-12-27","2022-01-02",12,52,0,0,0,0,0,6344,"2021-12-27"
"3392","M-CLAS JOG. HASELNUS 200G",2022,"2022-01-03","2022-01-09",1,1,0,0,0,0,0,8515,"2022-01-03"
"3393","M-CLAS JOG. HASELNUS 200G",2022,"2022-01-10","2022-01-16",1,2,0,0,0,0,0,8501,"2022-01-10"
"3394","M-CLAS JOG. HASELNUS 200G",2022,"2022-01-17","2022-01-23",1,3,0,0,0,0,0,8786,"2022-01-17"
"3395","M-CLAS JOG. HASELNUS 200G",2022,"2022-01-24","2022-01-30",1,4,0,0,0,0,0,8685,"2022-01-24"
"3396","M-CLAS JOG. HASELNUS 200G",2022,"2022-01-31","2022-02-06",2,5,0,0,0,0,0,8390,"2022-01-31"
"3397","M-CLAS JOG. HASELNUS 200G",2022,"2022-02-07","2022-02-13",2,6,0,0,0,0,0,8163,"2022-02-07"
"3398","M-CLAS JOG. HASELNUS 200G",2022,"2022-02-14","2022-02-20",2,7,0,0,0,0,0,8114,"2022-02-14"
"3399","M-CLAS JOG. HASELNUS 200G",2022,"2022-02-21","2022-02-27",2,8,0,0,0,0,0,7955,"2022-02-21"
"3400","M-CLAS JOG. HASELNUS 200G",2022,"2022-02-28","2022-03-06",3,9,0,0,0,0,0,8542,"2022-02-28"
"3401","M-CLAS JOG. HASELNUS 200G",2022,"2022-03-07","2022-03-13",3,10,0,0,0,0,0,8534,"2022-03-07"
"3402","M-CLAS JOG. HASELNUS 200G",2022,"2022-03-14","2022-03-20",3,11,0,0,0,0,0,8726,"2022-03-14"
"3403","M-CLAS JOG. HASELNUS 200G",2022,"2022-03-21","2022-03-27",3,12,0,0,0,0,0,8598,"2022-03-21"
"3404","M-CLAS JOG. HASELNUS 200G",2022,"2022-03-28","2022-04-03",3,13,0,0,0,0,0,9027,"2022-03-28"
"3405","M-CLAS JOG. HASELNUS 200G",2022,"2022-04-04","2022-04-10",4,14,0,0,0,0,0,6908,"2022-04-04"
"3406","M-CLAS JOG. HASELNUS 200G",2022,"2022-04-11","2022-04-17",4,15,0,0,0,0,0,7434,"2022-04-11"
"3407","M-CLAS JOG. HASELNUS 200G",2022,"2022-04-18","2022-04-24",4,16,0,0,0,0,0,6927,"2022-04-18"
"3408","M-CLAS JOG. HASELNUS 200G",2022,"2022-04-25","2022-05-01",4,17,0,0,0,0,0,7855,"2022-04-25"
"3409","M-CLAS JOG. HASELNUS 200G",2022,"2022-05-02","2022-05-08",5,18,0,0,0,0,0,8147,"2022-05-02"
"3410","M-CLAS JOG. HASELNUS 200G",2022,"2022-05-09","2022-05-15",5,19,0,0,0,0,0,7594,"2022-05-09"
"3411","M-CLAS JOG. HASELNUS 200G",2022,"2022-05-16","2022-05-22",5,20,0,0,0,0,0,7645,"2022-05-16"
"3412","M-CLAS JOG. HASELNUS 200G",2022,"2022-05-23","2022-05-29",5,21,0,0,0,0,0,7475,"2022-05-23"
"3413","M-CLAS JOG. HASELNUS 200G",2022,"2022-05-30","2022-06-05",6,22,0,0,0,0,0,8245,"2022-05-30"
"3414","M-CLAS JOG. HASELNUS 200G",2022,"2022-06-06","2022-06-12",6,23,0,0,0,0,0,7280,"2022-06-06"
"3415","M-CLAS JOG. HASELNUS 200G",2022,"2022-06-13","2022-06-19",6,24,0,0,0,0,0,6569,"2022-06-13"
"3416","M-CLAS JOG. HASELNUS 200G",2022,"2022-06-20","2022-06-26",6,25,0,0,0,0,0,7460,"2022-06-20"
"3417","M-CLAS JOG. HASELNUS 200G",2022,"2022-06-27","2022-07-03",6,26,0,0,0,0,0,7386,"2022-06-27"
"3418","M-CLAS JOG. HASELNUS 200G",2022,"2022-07-04","2022-07-10",7,27,0,0,0,0,0,7105,"2022-07-04"
"3419","M-CLAS JOG. HASELNUS 200G",2022,"2022-07-11","2022-07-17",7,28,0,0,0,0,0,6645,"2022-07-11"
"3420","M-CLAS JOG. HASELNUS 200G",2022,"2022-07-18","2022-07-24",7,29,0,0,0,0,0,6476,"2022-07-18"
"3421","M-CLAS JOG. HEIDELBE 200G",2016,"2016-01-04","2016-01-10",1,1,0,0,0,0,0,10626,"2016-01-04"
"3422","M-CLAS JOG. HEIDELBE 200G",2016,"2016-01-11","2016-01-17",1,2,0,0,0,0,0,10143,"2016-01-11"
"3423","M-CLAS JOG. HEIDELBE 200G",2016,"2016-01-18","2016-01-24",1,3,0,0,0,0,0,9998,"2016-01-18"
"3424","M-CLAS JOG. HEIDELBE 200G",2016,"2016-01-25","2016-01-31",1,4,0,0,0,0,0,7785,"2016-01-25"
"3425","M-CLAS JOG. HEIDELBE 200G",2016,"2016-02-01","2016-02-07",2,5,0,0,0,0,0,9039,"2016-02-01"
"3426","M-CLAS JOG. HEIDELBE 200G",2016,"2016-02-08","2016-02-14",2,6,0,0,0,0,0,9871,"2016-02-08"
"3427","M-CLAS JOG. HEIDELBE 200G",2016,"2016-02-15","2016-02-21",2,7,0,0,0,0,0,10002,"2016-02-15"
"3428","M-CLAS JOG. HEIDELBE 200G",2016,"2016-02-22","2016-02-28",2,8,0,0,0,0,0,8608,"2016-02-22"
"3429","M-CLAS JOG. HEIDELBE 200G",2016,"2016-02-29","2016-03-06",3,9,0,0,0,0,0,9604,"2016-02-29"
"3430","M-CLAS JOG. HEIDELBE 200G",2016,"2016-03-07","2016-03-13",3,10,0,0,0,0,0,10085,"2016-03-07"
"3431","M-CLAS JOG. HEIDELBE 200G",2016,"2016-03-14","2016-03-20",3,11,0,0,0,0,0,10583,"2016-03-14"
"3432","M-CLAS JOG. HEIDELBE 200G",2016,"2016-03-21","2016-03-27",3,12,0,0,0,0,0,8375,"2016-03-21"
"3433","M-CLAS JOG. HEIDELBE 200G",2016,"2016-03-28","2016-04-03",3,13,0,0,0,0,0,8391,"2016-03-28"
"3434","M-CLAS JOG. HEIDELBE 200G",2016,"2016-04-04","2016-04-10",4,14,0,0,0,0,0,10153,"2016-04-04"
"3435","M-CLAS JOG. HEIDELBE 200G",2016,"2016-04-11","2016-04-17",4,15,0,0,0,0,0,10174,"2016-04-11"
"3436","M-CLAS JOG. HEIDELBE 200G",2016,"2016-04-18","2016-04-24",4,16,0,0,0,0,0,8356,"2016-04-18"
"3437","M-CLAS JOG. HEIDELBE 200G",2016,"2016-04-25","2016-05-01",4,17,0,0,0,0,0,9010,"2016-04-25"
"3438","M-CLAS JOG. HEIDELBE 200G",2016,"2016-05-02","2016-05-08",5,18,0,0,0,0,0,9453,"2016-05-02"
"3439","M-CLAS JOG. HEIDELBE 200G",2016,"2016-05-09","2016-05-15",5,19,0,0,0,0,0,11253,"2016-05-09"
"3440","M-CLAS JOG. HEIDELBE 200G",2016,"2016-05-16","2016-05-22",5,20,0,0,0,0,0,9311,"2016-05-16"
"3441","M-CLAS JOG. HEIDELBE 200G",2016,"2016-05-23","2016-05-29",5,21,0,0,0,0,0,9638,"2016-05-23"
"3442","M-CLAS JOG. HEIDELBE 200G",2016,"2016-05-30","2016-06-05",6,22,0,0,0,0,0,10517,"2016-05-30"
"3443","M-CLAS JOG. HEIDELBE 200G",2016,"2016-06-06","2016-06-12",6,23,0,0,0,0,0,9961,"2016-06-06"
"3444","M-CLAS JOG. HEIDELBE 200G",2016,"2016-06-13","2016-06-19",6,24,0,0,0,0,0,10396,"2016-06-13"
"3445","M-CLAS JOG. HEIDELBE 200G",2016,"2016-06-20","2016-06-26",6,25,0,0,0,0,0,10194,"2016-06-20"
"3446","M-CLAS JOG. HEIDELBE 200G",2016,"2016-06-27","2016-07-03",6,26,0,0,0,0,0,10184,"2016-06-27"
"3447","M-CLAS JOG. HEIDELBE 200G",2016,"2016-07-04","2016-07-10",7,27,0,0,0,0,0,9348,"2016-07-04"
"3448","M-CLAS JOG. HEIDELBE 200G",2016,"2016-07-11","2016-07-17",7,28,0,0,0,0,0,6766,"2016-07-11"
"3449","M-CLAS JOG. HEIDELBE 200G",2016,"2016-07-18","2016-07-24",7,29,0,0,0,0,0,7856,"2016-07-18"
"3450","M-CLAS JOG. HEIDELBE 200G",2016,"2016-07-25","2016-07-31",7,30,0,0,0,0,0,8997,"2016-07-25"
"3451","M-CLAS JOG. HEIDELBE 200G",2016,"2016-08-01","2016-08-07",8,31,0,0,0,0,0,8834,"2016-08-01"
"3452","M-CLAS JOG. HEIDELBE 200G",2016,"2016-08-08","2016-08-14",8,32,0,0,0,0,0,9810,"2016-08-08"
"3453","M-CLAS JOG. HEIDELBE 200G",2016,"2016-08-15","2016-08-21",8,33,0,0,0,0,0,10037,"2016-08-15"
"3454","M-CLAS JOG. HEIDELBE 200G",2016,"2016-08-22","2016-08-28",8,34,0,0,0,0,0,8173,"2016-08-22"
"3455","M-CLAS JOG. HEIDELBE 200G",2016,"2016-08-29","2016-09-04",9,35,0,0,0,0,0,9628,"2016-08-29"
"3456","M-CLAS JOG. HEIDELBE 200G",2016,"2016-09-05","2016-09-11",9,36,0,0,0,0,0,10350,"2016-09-05"
"3457","M-CLAS JOG. HEIDELBE 200G",2016,"2016-09-12","2016-09-18",9,37,0,0,0,0,0,10308,"2016-09-12"
"3458","M-CLAS JOG. HEIDELBE 200G",2016,"2016-09-19","2016-09-25",9,38,0,0,0,0,0,9936,"2016-09-19"
"3459","M-CLAS JOG. HEIDELBE 200G",2016,"2016-09-26","2016-10-02",9,39,0,0,0,0,0,9748,"2016-09-26"
"3460","M-CLAS JOG. HEIDELBE 200G",2016,"2016-10-03","2016-10-09",10,40,0,0,0,0,0,9263,"2016-10-03"
"3461","M-CLAS JOG. HEIDELBE 200G",2016,"2016-10-10","2016-10-16",10,41,0,0,0,0,0,8877,"2016-10-10"
"3462","M-CLAS JOG. HEIDELBE 200G",2016,"2016-10-17","2016-10-23",10,42,0,0,0,0,0,10007,"2016-10-17"
"3463","M-CLAS JOG. HEIDELBE 200G",2016,"2016-10-24","2016-10-30",10,43,0,0,0,0,0,7762,"2016-10-24"
"3464","M-CLAS JOG. HEIDELBE 200G",2016,"2016-10-31","2016-11-06",11,44,0,0,0,0,0,8467,"2016-10-31"
"3465","M-CLAS JOG. HEIDELBE 200G",2016,"2016-11-07","2016-11-13",11,45,0,0,0,0,0,9569,"2016-11-07"
"3466","M-CLAS JOG. HEIDELBE 200G",2016,"2016-11-14","2016-11-20",11,46,0,0,0,0,0,9320,"2016-11-14"
"3467","M-CLAS JOG. HEIDELBE 200G",2016,"2016-11-21","2016-11-27",11,47,0,0,0,0,0,9468,"2016-11-21"
"3468","M-CLAS JOG. HEIDELBE 200G",2016,"2016-11-28","2016-12-04",12,48,0,0,0,0,0,7085,"2016-11-28"
"3469","M-CLAS JOG. HEIDELBE 200G",2016,"2016-12-05","2016-12-11",12,49,0,0,0,0,0,7191,"2016-12-05"
"3470","M-CLAS JOG. HEIDELBE 200G",2016,"2016-12-12","2016-12-18",12,50,0,0,0,0,0,8170,"2016-12-12"
"3471","M-CLAS JOG. HEIDELBE 200G",2016,"2016-12-19","2016-12-25",12,51,0,0,0,0,0,8541,"2016-12-19"
"3472","M-CLAS JOG. HEIDELBE 200G",2016,"2016-12-26","2017-01-01",12,52,0,0,0,0,0,6499,"2016-12-26"
"3473","M-CLAS JOG. HEIDELBE 200G",2017,"2017-01-02","2017-01-08",1,1,0,0,0,0,0,8406,"2017-01-02"
"3474","M-CLAS JOG. HEIDELBE 200G",2017,"2017-01-09","2017-01-15",1,2,0,0,0,0,0,9705,"2017-01-09"
"3475","M-CLAS JOG. HEIDELBE 200G",2017,"2017-01-16","2017-01-22",1,3,0,0,0,0,0,9165,"2017-01-16"
"3476","M-CLAS JOG. HEIDELBE 200G",2017,"2017-01-23","2017-01-29",1,4,0,0,0,0,0,9642,"2017-01-23"
"3477","M-CLAS JOG. HEIDELBE 200G",2017,"2017-01-30","2017-02-05",2,5,0,0,0,0,0,7749,"2017-01-30"
"3478","M-CLAS JOG. HEIDELBE 200G",2017,"2017-02-06","2017-02-12",2,6,0,0,0,0,0,8544,"2017-02-06"
"3479","M-CLAS JOG. HEIDELBE 200G",2017,"2017-02-13","2017-02-19",2,7,0,0,0,0,0,9034,"2017-02-13"
"3480","M-CLAS JOG. HEIDELBE 200G",2017,"2017-02-20","2017-02-26",2,8,0,0,0,0,0,9217,"2017-02-20"
"3481","M-CLAS JOG. HEIDELBE 200G",2017,"2017-02-27","2017-03-05",3,9,0,0,0,0,0,9612,"2017-02-27"
"3482","M-CLAS JOG. HEIDELBE 200G",2017,"2017-03-06","2017-03-12",3,10,0,0,0,0,0,10096,"2017-03-06"
"3483","M-CLAS JOG. HEIDELBE 200G",2017,"2017-03-13","2017-03-19",3,11,0,0,0,0,0,8028,"2017-03-13"
"3484","M-CLAS JOG. HEIDELBE 200G",2017,"2017-03-20","2017-03-26",3,12,0,0,0,0,0,9190,"2017-03-20"
"3485","M-CLAS JOG. HEIDELBE 200G",2017,"2017-03-27","2017-04-02",3,13,0,0,0,0,0,9944,"2017-03-27"
"3486","M-CLAS JOG. HEIDELBE 200G",2017,"2017-04-03","2017-04-09",4,14,0,0,0,0,0,10063,"2017-04-03"
"3487","M-CLAS JOG. HEIDELBE 200G",2017,"2017-04-10","2017-04-16",4,15,0,0,0,0,0,9542,"2017-04-10"
"3488","M-CLAS JOG. HEIDELBE 200G",2017,"2017-04-17","2017-04-23",4,16,0,0,0,0,0,7884,"2017-04-17"
"3489","M-CLAS JOG. HEIDELBE 200G",2017,"2017-04-24","2017-04-30",4,17,0,0,0,0,0,9514,"2017-04-24"
"3490","M-CLAS JOG. HEIDELBE 200G",2017,"2017-05-01","2017-05-07",5,18,0,0,0,0,0,9794,"2017-05-01"
"3491","M-CLAS JOG. HEIDELBE 200G",2017,"2017-05-08","2017-05-14",5,19,0,0,0,0,0,9864,"2017-05-08"
"3492","M-CLAS JOG. HEIDELBE 200G",2017,"2017-05-15","2017-05-21",5,20,0,0,0,0,0,7437,"2017-05-15"
"3493","M-CLAS JOG. HEIDELBE 200G",2017,"2017-05-22","2017-05-28",5,21,0,0,0,0,0,7802,"2017-05-22"
"3494","M-CLAS JOG. HEIDELBE 200G",2017,"2017-05-29","2017-06-04",6,22,0,0,0,0,0,9980,"2017-05-29"
"3495","M-CLAS JOG. HEIDELBE 200G",2017,"2017-06-05","2017-06-11",6,23,0,0,0,0,0,8591,"2017-06-05"
"3496","M-CLAS JOG. HEIDELBE 200G",2017,"2017-06-12","2017-06-18",6,24,0,0,0,0,0,8278,"2017-06-12"
"3497","M-CLAS JOG. HEIDELBE 200G",2017,"2017-06-19","2017-06-25",6,25,0,0,0,0,0,9962,"2017-06-19"
"3498","M-CLAS JOG. HEIDELBE 200G",2017,"2017-06-26","2017-07-02",6,26,0,0,0,0,0,8876,"2017-06-26"
"3499","M-CLAS JOG. HEIDELBE 200G",2017,"2017-07-03","2017-07-09",7,27,0,0,0,0,0,9013,"2017-07-03"
"3500","M-CLAS JOG. HEIDELBE 200G",2017,"2017-07-10","2017-07-16",7,28,0,0,0,0,0,8478,"2017-07-10"
"3501","M-CLAS JOG. HEIDELBE 200G",2017,"2017-07-17","2017-07-23",7,29,0,0,0,0,0,6405,"2017-07-17"
"3502","M-CLAS JOG. HEIDELBE 200G",2017,"2017-07-24","2017-07-30",7,30,0,0,0,0,0,6964,"2017-07-24"
"3503","M-CLAS JOG. HEIDELBE 200G",2017,"2017-07-31","2017-08-06",8,31,0,0,0,0,0,7785,"2017-07-31"
"3504","M-CLAS JOG. HEIDELBE 200G",2017,"2017-08-07","2017-08-13",8,32,0,0,0,0,0,9048,"2017-08-07"
"3505","M-CLAS JOG. HEIDELBE 200G",2017,"2017-08-14","2017-08-20",8,33,0,0,0,0,0,9465,"2017-08-14"
"3506","M-CLAS JOG. HEIDELBE 200G",2017,"2017-08-21","2017-08-27",8,34,0,0,0,0,0,9262,"2017-08-21"
"3507","M-CLAS JOG. HEIDELBE 200G",2017,"2017-08-28","2017-09-03",8,35,0,0,0,0,0,9707,"2017-08-28"
"3508","M-CLAS JOG. HEIDELBE 200G",2017,"2017-09-04","2017-09-10",9,36,0,0,0,0,0,9191,"2017-09-04"
"3509","M-CLAS JOG. HEIDELBE 200G",2017,"2017-09-11","2017-09-17",9,37,0,0,0,0,0,6933,"2017-09-11"
"3510","M-CLAS JOG. HEIDELBE 200G",2017,"2017-09-18","2017-09-24",9,38,0,0,0,0,0,7948,"2017-09-18"
"3511","M-CLAS JOG. HEIDELBE 200G",2017,"2017-09-25","2017-10-01",9,39,0,0,0,0,0,8545,"2017-09-25"
"3512","M-CLAS JOG. HEIDELBE 200G",2017,"2017-10-02","2017-10-08",10,40,0,0,0,0,0,8143,"2017-10-02"
"3513","M-CLAS JOG. HEIDELBE 200G",2017,"2017-10-09","2017-10-15",10,41,0,0,0,0,0,8134,"2017-10-09"
"3514","M-CLAS JOG. HEIDELBE 200G",2017,"2017-10-16","2017-10-22",10,42,0,0,0,0,0,9110,"2017-10-16"
"3515","M-CLAS JOG. HEIDELBE 200G",2017,"2017-10-23","2017-10-29",10,43,0,0,0,0,0,9372,"2017-10-23"
"3516","M-CLAS JOG. HEIDELBE 200G",2017,"2017-10-30","2017-11-05",11,44,0,0,0,0,0,8873,"2017-10-30"
"3517","M-CLAS JOG. HEIDELBE 200G",2017,"2017-11-06","2017-11-12",11,45,0,0,0,0,0,9153,"2017-11-06"
"3518","M-CLAS JOG. HEIDELBE 200G",2017,"2017-11-13","2017-11-19",11,46,0,0,0,0,0,8662,"2017-11-13"
"3519","M-CLAS JOG. HEIDELBE 200G",2017,"2017-11-20","2017-11-26",11,47,0,0,0,0,0,7002,"2017-11-20"
"3520","M-CLAS JOG. HEIDELBE 200G",2017,"2017-11-27","2017-12-03",11,48,0,0,0,0,0,7579,"2017-11-27"
"3521","M-CLAS JOG. HEIDELBE 200G",2017,"2017-12-04","2017-12-10",12,49,0,0,0,0,0,7025,"2017-12-04"
"3522","M-CLAS JOG. HEIDELBE 200G",2017,"2017-12-11","2017-12-17",12,50,0,0,0,0,0,8168,"2017-12-11"
"3523","M-CLAS JOG. HEIDELBE 200G",2017,"2017-12-18","2017-12-24",12,51,0,0,0,0,0,8824,"2017-12-18"
"3524","M-CLAS JOG. HEIDELBE 200G",2017,"2017-12-25","2017-12-31",12,52,0,0,0,0,0,4808,"2017-12-25"
"3525","M-CLAS JOG. HEIDELBE 200G",2018,"2018-01-01","2018-01-07",1,1,0,0,0,0,0,6650,"2018-01-01"
"3526","M-CLAS JOG. HEIDELBE 200G",2018,"2018-01-08","2018-01-14",1,2,0,0,0,0,0,8914,"2018-01-08"
"3527","M-CLAS JOG. HEIDELBE 200G",2018,"2018-01-15","2018-01-21",1,3,0,0,0,0,0,9225,"2018-01-15"
"3528","M-CLAS JOG. HEIDELBE 200G",2018,"2018-01-22","2018-01-28",1,4,0,0,0,0,0,9764,"2018-01-22"
"3529","M-CLAS JOG. HEIDELBE 200G",2018,"2018-01-29","2018-02-04",2,5,0,0,0,0,0,7050,"2018-01-29"
"3530","M-CLAS JOG. HEIDELBE 200G",2018,"2018-02-05","2018-02-11",2,6,0,0,0,0,0,7703,"2018-02-05"
"3531","M-CLAS JOG. HEIDELBE 200G",2018,"2018-02-12","2018-02-18",2,7,0,0,0,0,0,8752,"2018-02-12"
"3532","M-CLAS JOG. HEIDELBE 200G",2018,"2018-02-19","2018-02-25",2,8,0,0,0,0,0,9494,"2018-02-19"
"3533","M-CLAS JOG. HEIDELBE 200G",2018,"2018-02-26","2018-03-04",3,9,0,0,0,0,0,9072,"2018-02-26"
"3534","M-CLAS JOG. HEIDELBE 200G",2018,"2018-03-05","2018-03-11",3,10,0,0,0,0,0,9580,"2018-03-05"
"3535","M-CLAS JOG. HEIDELBE 200G",2018,"2018-03-12","2018-03-18",3,11,0,0,0,0,0,10070,"2018-03-12"
"3536","M-CLAS JOG. HEIDELBE 200G",2018,"2018-03-19","2018-03-25",3,12,0,0,0,0,0,7654,"2018-03-19"
"3537","M-CLAS JOG. HEIDELBE 200G",2018,"2018-03-26","2018-04-01",3,13,0,0,0,0,0,8880,"2018-03-26"
