"","article_name","year","yearweek_start","yearweek_end","month","week","promo_01","promo_02","promo_03","promo_04","promo_05","sales","date"
"1142","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-03-19","2018-03-25",3,12,0,0,0,0,0,3236,"2018-03-19"
"1143","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-03-26","2018-04-01",3,13,0,0,0,0,0,3280,"2018-03-26"
"1144","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-04-02","2018-04-08",4,14,1,0,0,0,0,4845,"2018-04-02"
"1145","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-04-09","2018-04-15",4,15,1,0,0,0,0,3235,"2018-04-09"
"1146","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-04-16","2018-04-22",4,16,0,0,0,0,0,3073,"2018-04-16"
"1147","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-04-23","2018-04-29",4,17,0,0,0,0,0,3379,"2018-04-23"
"1148","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-04-30","2018-05-06",5,18,0,0,0,0,0,3237,"2018-04-30"
"1149","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-05-07","2018-05-13",5,19,0,0,1,0,0,3195,"2018-05-07"
"1150","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-05-14","2018-05-20",5,20,0,0,1,0,0,3176,"2018-05-14"
"1151","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-05-21","2018-05-27",5,21,0,0,0,0,0,2901,"2018-05-21"
"1152","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-05-28","2018-06-03",5,22,1,0,0,0,0,4415,"2018-05-28"
"1153","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-06-04","2018-06-10",6,23,1,0,0,0,0,3138,"2018-06-04"
"1154","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-06-11","2018-06-17",6,24,0,0,0,0,0,2894,"2018-06-11"
"1155","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-06-18","2018-06-24",6,25,0,0,0,0,0,2717,"2018-06-18"
"1156","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-06-25","2018-07-01",6,26,0,0,0,0,0,2665,"2018-06-25"
"1157","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-07-02","2018-07-08",7,27,0,0,0,0,0,2780,"2018-07-02"
"1158","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-07-09","2018-07-15",7,28,1,0,0,0,0,4092,"2018-07-09"
"1159","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-07-16","2018-07-22",7,29,1,0,0,0,0,2600,"2018-07-16"
"1160","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-07-23","2018-07-29",7,30,0,0,0,0,0,2519,"2018-07-23"
"1161","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-07-30","2018-08-05",8,31,0,0,0,0,0,2372,"2018-07-30"
"1162","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-08-06","2018-08-12",8,32,0,0,0,0,0,2881,"2018-08-06"
"1163","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-08-13","2018-08-19",8,33,0,0,0,0,0,3020,"2018-08-13"
"1164","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-08-20","2018-08-26",8,34,0,0,0,0,0,3141,"2018-08-20"
"1165","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-08-27","2018-09-02",8,35,1,0,0,0,0,4883,"2018-08-27"
"1166","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-09-03","2018-09-09",9,36,1,0,0,0,0,2993,"2018-09-03"
"1167","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-09-10","2018-09-16",9,37,0,0,0,0,0,2936,"2018-09-10"
"1168","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-09-17","2018-09-23",9,38,0,0,0,0,0,2869,"2018-09-17"
"1169","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-09-24","2018-09-30",9,39,0,0,0,0,0,2867,"2018-09-24"
"1170","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-10-01","2018-10-07",10,40,0,0,0,0,0,2772,"2018-10-01"
"1171","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-10-08","2018-10-14",10,41,1,0,0,0,0,4614,"2018-10-08"
"1172","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-10-15","2018-10-21",10,42,1,0,0,0,0,3223,"2018-10-15"
"1173","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-10-22","2018-10-28",10,43,0,0,0,0,0,3268,"2018-10-22"
"1174","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-10-29","2018-11-04",11,44,0,0,0,0,0,3248,"2018-10-29"
"1175","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-11-05","2018-11-11",11,45,0,0,0,0,0,3363,"2018-11-05"
"1176","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-11-12","2018-11-18",11,46,0,0,0,0,0,3096,"2018-11-12"
"1177","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-11-19","2018-11-25",11,47,0,0,0,0,0,3054,"2018-11-19"
"1178","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-11-26","2018-12-02",11,48,0,0,0,0,0,3178,"2018-11-26"
"1179","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-12-03","2018-12-09",12,49,1,0,0,0,0,5100,"2018-12-03"
"1180","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-12-10","2018-12-16",12,50,1,0,0,0,0,3426,"2018-12-10"
"1181","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-12-17","2018-12-23",12,51,0,0,0,0,0,3332,"2018-12-17"
"1182","BIO FAIRT.JOG.MOKKA 180G",2018,"2018-12-24","2018-12-30",12,52,0,0,0,0,0,2235,"2018-12-24"
"1183","BIO FAIRT.JOG.MOKKA 180G",2019,"2018-12-31","2019-01-06",1,1,0,0,0,0,0,2952,"2018-12-31"
"1184","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-01-07","2019-01-13",1,2,0,0,0,0,0,3305,"2019-01-07"
"1185","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-01-14","2019-01-20",1,3,0,0,0,0,0,3203,"2019-01-14"
"1186","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-01-21","2019-01-27",1,4,0,0,0,0,0,3187,"2019-01-21"
"1187","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-01-28","2019-02-03",1,5,0,0,0,0,0,3029,"2019-01-28"
"1188","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-02-04","2019-02-10",2,6,0,0,0,0,0,3062,"2019-02-04"
"1189","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-02-11","2019-02-17",2,7,1,0,0,0,0,5034,"2019-02-11"
"1190","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-02-18","2019-02-24",2,8,1,0,0,0,0,3427,"2019-02-18"
"1191","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-02-25","2019-03-03",2,9,0,0,0,0,0,3088,"2019-02-25"
"1192","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-03-04","2019-03-10",3,10,0,0,0,0,0,3170,"2019-03-04"
"1193","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-03-11","2019-03-17",3,11,0,0,0,0,0,3148,"2019-03-11"
"1194","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-03-18","2019-03-24",3,12,0,0,0,0,0,2993,"2019-03-18"
"1195","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-03-25","2019-03-31",3,13,0,0,0,0,0,3369,"2019-03-25"
"1196","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-04-01","2019-04-07",4,14,0,0,0,0,0,3159,"2019-04-01"
"1197","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-04-08","2019-04-14",4,15,0,0,0,0,0,3109,"2019-04-08"
"1198","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-04-15","2019-04-21",4,16,0,0,0,0,0,3137,"2019-04-15"
"1199","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-04-22","2019-04-28",4,17,1,0,0,0,0,3926,"2019-04-22"
"1200","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-04-29","2019-05-05",5,18,1,0,0,0,0,3177,"2019-04-29"
"1201","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-05-06","2019-05-12",5,19,0,0,0,0,0,3006,"2019-05-06"
"1202","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-05-13","2019-05-19",5,20,0,0,0,0,0,3075,"2019-05-13"
"1203","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-05-20","2019-05-26",5,21,0,0,0,0,0,3067,"2019-05-20"
"1204","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-05-27","2019-06-02",5,22,1,0,0,0,0,5185,"2019-05-27"
"1205","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-06-03","2019-06-09",6,23,1,0,0,0,0,3369,"2019-06-03"
"1206","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-06-10","2019-06-16",6,24,0,0,0,0,0,2939,"2019-06-10"
"1207","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-06-17","2019-06-23",6,25,0,0,0,0,0,2915,"2019-06-17"
"1208","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-06-24","2019-06-30",6,26,0,0,0,0,0,2891,"2019-06-24"
"1209","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-07-01","2019-07-07",7,27,1,0,0,0,0,4847,"2019-07-01"
"1210","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-07-08","2019-07-14",7,28,1,0,0,0,0,2611,"2019-07-08"
"1211","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-07-15","2019-07-21",7,29,0,0,0,0,0,2473,"2019-07-15"
"1212","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-07-22","2019-07-28",7,30,0,0,0,0,0,2489,"2019-07-22"
"1213","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-07-29","2019-08-04",8,31,0,0,0,0,0,2623,"2019-07-29"
"1214","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-08-05","2019-08-11",8,32,0,0,0,0,0,2886,"2019-08-05"
"1215","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-08-12","2019-08-18",8,33,1,0,0,0,0,4438,"2019-08-12"
"1216","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-08-19","2019-08-25",8,34,1,0,0,0,0,3467,"2019-08-19"
"1217","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-08-26","2019-09-01",8,35,0,0,0,0,0,3312,"2019-08-26"
"1218","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-09-02","2019-09-08",9,36,0,0,0,0,0,3007,"2019-09-02"
"1219","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-09-09","2019-09-15",9,37,0,0,0,0,0,3038,"2019-09-09"
"1220","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-09-16","2019-09-22",9,38,0,0,0,0,0,2997,"2019-09-16"
"1221","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-09-23","2019-09-29",9,39,0,0,0,0,0,2959,"2019-09-23"
"1222","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-09-30","2019-10-06",10,40,0,0,0,0,0,2831,"2019-09-30"
"1223","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-10-07","2019-10-13",10,41,1,0,0,0,0,4152,"2019-10-07"
"1224","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-10-14","2019-10-20",10,42,1,0,0,0,0,3442,"2019-10-14"
"1225","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-10-21","2019-10-27",10,43,0,0,0,0,0,3035,"2019-10-21"
"1226","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-10-28","2019-11-03",10,44,0,0,0,0,0,3055,"2019-10-28"
"1227","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-11-04","2019-11-10",11,45,1,0,0,0,0,4170,"2019-11-04"
"1228","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-11-11","2019-11-17",11,46,1,0,0,0,0,3271,"2019-11-11"
"1229","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-11-18","2019-11-24",11,47,0,0,0,0,0,3257,"2019-11-18"
"1230","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-11-25","2019-12-01",11,48,0,0,0,0,0,3289,"2019-11-25"
"1231","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-12-02","2019-12-08",12,49,0,0,0,0,0,2908,"2019-12-02"
"1232","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-12-09","2019-12-15",12,50,0,0,0,0,0,3041,"2019-12-09"
"1233","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-12-16","2019-12-22",12,51,0,0,0,0,0,3266,"2019-12-16"
"1234","BIO FAIRT.JOG.MOKKA 180G",2019,"2019-12-23","2019-12-29",12,52,1,0,0,0,0,2744,"2019-12-23"
"1235","BIO FAIRT.JOG.MOKKA 180G",2020,"2019-12-30","2020-01-05",1,1,1,0,0,0,0,3773,"2019-12-30"
"1236","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-01-06","2020-01-12",1,2,1,0,0,0,0,3430,"2020-01-06"
"1237","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-01-13","2020-01-19",1,3,0,0,0,0,0,3458,"2020-01-13"
"1238","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-01-20","2020-01-26",1,4,0,0,0,0,0,3395,"2020-01-20"
"1239","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-01-27","2020-02-02",1,5,0,0,0,0,0,3417,"2020-01-27"
"1240","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-02-03","2020-02-09",2,6,0,0,0,0,0,3408,"2020-02-03"
"1241","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-02-10","2020-02-16",2,7,0,0,0,0,0,3174,"2020-02-10"
"1242","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-02-17","2020-02-23",2,8,0,0,0,0,0,3181,"2020-02-17"
"1243","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-02-24","2020-03-01",2,9,1,0,0,0,0,5731,"2020-02-24"
"1244","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-03-02","2020-03-08",3,10,1,0,0,0,0,3682,"2020-03-02"
"1245","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-03-09","2020-03-15",3,11,0,0,0,0,0,4119,"2020-03-09"
"1246","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-03-16","2020-03-22",3,12,0,0,0,0,0,3947,"2020-03-16"
"1247","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-03-23","2020-03-29",3,13,0,0,0,0,0,3440,"2020-03-23"
"1248","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-03-30","2020-04-05",4,14,0,0,0,0,0,3607,"2020-03-30"
"1249","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-04-06","2020-04-12",4,15,0,0,0,0,0,3778,"2020-04-06"
"1250","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-04-13","2020-04-19",4,16,0,0,0,0,0,3320,"2020-04-13"
"1251","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-04-20","2020-04-26",4,17,0,0,0,0,0,3435,"2020-04-20"
"1252","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-04-27","2020-05-03",4,18,0,0,0,0,0,3623,"2020-04-27"
"1253","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-05-04","2020-05-10",5,19,0,0,0,0,0,3464,"2020-05-04"
"1254","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-05-11","2020-05-17",5,20,1,0,0,0,0,5539,"2020-05-11"
"1255","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-05-18","2020-05-24",5,21,1,0,0,0,0,3304,"2020-05-18"
"1256","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-05-25","2020-05-31",5,22,0,0,0,0,0,3515,"2020-05-25"
"1257","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-06-01","2020-06-07",6,23,0,0,0,0,0,3157,"2020-06-01"
"1258","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-06-08","2020-06-14",6,24,0,0,0,0,0,2795,"2020-06-08"
"1259","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-06-15","2020-06-21",6,25,0,0,0,0,0,3170,"2020-06-15"
"1260","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-06-22","2020-06-28",6,26,1,0,0,0,0,4141,"2020-06-22"
"1261","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-06-29","2020-07-05",7,27,1,0,0,0,0,3016,"2020-06-29"
"1262","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-07-06","2020-07-12",7,28,0,0,0,0,0,2718,"2020-07-06"
"1263","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-07-13","2020-07-19",7,29,0,0,0,0,0,2616,"2020-07-13"
"1264","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-07-20","2020-07-26",7,30,0,0,0,0,0,2642,"2020-07-20"
"1265","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-07-27","2020-08-02",7,31,0,0,0,0,0,2329,"2020-07-27"
"1266","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-08-03","2020-08-09",8,32,0,0,0,0,0,2930,"2020-08-03"
"1267","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-08-10","2020-08-16",8,33,0,0,0,0,0,2847,"2020-08-10"
"1268","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-08-17","2020-08-23",8,34,1,0,0,0,0,5358,"2020-08-17"
"1269","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-08-24","2020-08-30",8,35,1,0,0,0,0,3074,"2020-08-24"
"1270","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-08-31","2020-09-06",9,36,0,0,0,0,0,2952,"2020-08-31"
"1271","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-09-07","2020-09-13",9,37,0,0,0,0,0,3055,"2020-09-07"
"1272","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-09-14","2020-09-20",9,38,1,0,0,0,0,4493,"2020-09-14"
"1273","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-09-21","2020-09-27",9,39,1,0,0,0,0,3212,"2020-09-21"
"1274","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-09-28","2020-10-04",10,40,0,0,0,0,0,2786,"2020-09-28"
"1275","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-10-05","2020-10-11",10,41,0,0,0,0,0,2890,"2020-10-05"
"1276","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-10-12","2020-10-18",10,42,0,0,0,0,0,3223,"2020-10-12"
"1277","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-10-19","2020-10-25",10,43,0,0,0,0,0,3345,"2020-10-19"
"1278","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-10-26","2020-11-01",10,44,0,0,0,0,0,3577,"2020-10-26"
"1279","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-11-02","2020-11-08",11,45,0,0,0,0,0,3459,"2020-11-02"
"1280","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-11-09","2020-11-15",11,46,1,0,0,0,0,5099,"2020-11-09"
"1281","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-11-16","2020-11-22",11,47,1,0,0,0,0,3570,"2020-11-16"
"1282","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-11-23","2020-11-29",11,48,0,0,0,0,0,3409,"2020-11-23"
"1283","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-11-30","2020-12-06",12,49,0,0,0,0,0,3330,"2020-11-30"
"1284","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-12-07","2020-12-13",12,50,0,0,0,0,0,3093,"2020-12-07"
"1285","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-12-14","2020-12-20",12,51,1,0,0,0,0,4870,"2020-12-14"
"1286","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-12-21","2020-12-27",12,52,0,0,0,0,0,2614,"2020-12-21"
"1287","BIO FAIRT.JOG.MOKKA 180G",2020,"2020-12-28","2021-01-03",12,53,0,0,0,0,0,2929,"2020-12-28"
"1288","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-01-04","2021-01-10",1,1,0,0,0,0,0,3719,"2021-01-04"
"1289","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-01-11","2021-01-17",1,2,1,0,0,0,0,5309,"2021-01-11"
"1290","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-01-18","2021-01-24",1,3,1,0,0,0,0,3395,"2021-01-18"
"1291","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-01-25","2021-01-31",1,4,0,0,0,0,0,3400,"2021-01-25"
"1292","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-02-01","2021-02-07",2,5,0,0,0,0,0,3203,"2021-02-01"
"1293","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-02-08","2021-02-14",2,6,0,0,0,0,0,3199,"2021-02-08"
"1294","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-02-15","2021-02-21",2,7,0,0,0,0,0,3155,"2021-02-15"
"1295","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-02-22","2021-02-28",2,8,0,0,0,1,0,5319,"2021-02-22"
"1296","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-03-01","2021-03-07",3,9,0,0,0,1,0,3634,"2021-03-01"
"1297","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-03-08","2021-03-14",3,10,0,0,0,0,0,3611,"2021-03-08"
"1298","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-03-15","2021-03-21",3,11,0,0,0,0,0,3731,"2021-03-15"
"1299","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-03-22","2021-03-28",3,12,0,0,0,0,0,4458,"2021-03-22"
"1300","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-03-29","2021-04-04",4,13,0,0,0,0,0,3684,"2021-03-29"
"1301","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-04-05","2021-04-11",4,14,0,0,0,0,0,3261,"2021-04-05"
"1302","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-04-12","2021-04-18",4,15,0,0,0,0,0,3659,"2021-04-12"
"1303","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-04-19","2021-04-25",4,16,0,0,0,0,0,3561,"2021-04-19"
"1304","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-04-26","2021-05-02",4,17,0,0,0,0,0,3901,"2021-04-26"
"1305","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-05-03","2021-05-09",5,18,0,0,0,0,0,3617,"2021-05-03"
"1306","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-05-10","2021-05-16",5,19,0,0,0,1,0,5153,"2021-05-10"
"1307","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-05-17","2021-05-23",5,20,0,0,0,1,0,3961,"2021-05-17"
"1308","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-05-24","2021-05-30",5,21,0,0,0,0,0,3429,"2021-05-24"
"1309","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-05-31","2021-06-06",6,22,0,0,0,0,0,3267,"2021-05-31"
"1310","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-06-07","2021-06-13",6,23,0,0,0,0,0,3273,"2021-06-07"
"1311","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-06-14","2021-06-20",6,24,0,0,0,0,0,3408,"2021-06-14"
"1312","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-06-21","2021-06-27",6,25,0,0,0,1,0,4401,"2021-06-21"
"1313","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-06-28","2021-07-04",7,26,0,0,0,1,0,3272,"2021-06-28"
"1314","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-07-05","2021-07-11",7,27,0,0,0,0,0,3076,"2021-07-05"
"1315","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-07-12","2021-07-18",7,28,0,0,0,0,0,2932,"2021-07-12"
"1316","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-07-19","2021-07-25",7,29,1,0,0,0,0,3265,"2021-07-19"
"1317","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-07-26","2021-08-01",7,30,1,0,0,0,0,2713,"2021-07-26"
"1318","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-08-02","2021-08-08",8,31,0,0,0,0,0,2797,"2021-08-02"
"1319","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-08-09","2021-08-15",8,32,0,0,0,0,0,2951,"2021-08-09"
"1320","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-08-16","2021-08-22",8,33,0,0,0,1,0,4571,"2021-08-16"
"1321","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-08-23","2021-08-29",8,34,0,0,0,1,0,3514,"2021-08-23"
"1322","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-08-30","2021-09-05",9,35,0,0,0,0,0,3177,"2021-08-30"
"1323","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-09-06","2021-09-12",9,36,0,0,0,0,0,3423,"2021-09-06"
"1324","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-09-13","2021-09-19",9,37,1,0,0,0,0,4696,"2021-09-13"
"1325","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-09-20","2021-09-26",9,38,1,0,0,0,0,3444,"2021-09-20"
"1326","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-09-27","2021-10-03",9,39,0,0,0,0,0,3087,"2021-09-27"
"1327","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-10-04","2021-10-10",10,40,0,0,0,0,0,2699,"2021-10-04"
"1328","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-10-11","2021-10-17",10,41,0,0,0,0,0,3161,"2021-10-11"
"1329","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-10-18","2021-10-24",10,42,0,0,0,0,0,3406,"2021-10-18"
"1330","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-10-25","2021-10-31",10,43,0,0,0,0,0,3561,"2021-10-25"
"1331","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-11-01","2021-11-07",11,44,0,0,0,0,0,3570,"2021-11-01"
"1332","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-11-08","2021-11-14",11,45,1,0,0,0,0,5370,"2021-11-08"
"1333","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-11-15","2021-11-21",11,46,1,0,0,0,0,3614,"2021-11-15"
"1334","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-11-22","2021-11-28",11,47,0,0,0,0,0,3572,"2021-11-22"
"1335","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-11-29","2021-12-05",12,48,0,0,0,0,0,3714,"2021-11-29"
"1336","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-12-06","2021-12-12",12,49,0,0,0,0,0,3351,"2021-12-06"
"1337","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-12-13","2021-12-19",12,50,1,0,0,0,0,5001,"2021-12-13"
"1338","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-12-20","2021-12-26",12,51,1,0,0,0,0,3371,"2021-12-20"
"1339","BIO FAIRT.JOG.MOKKA 180G",2021,"2021-12-27","2022-01-02",12,52,0,0,0,0,0,2862,"2021-12-27"
"1340","BIO FAIRT.JOG.MOKKA 180G",2022,"2022-01-03","2022-01-09",1,1,0,0,0,1,0,6459,"2022-01-03"
